"user","reputation","entropy","profile_1","profile_2"
50181,4364,3.55891991883559,4,4
50184,310,2.1209520310264,4,4
50185,1247,3.99638431603851,4,4
50186,1653,2.40563906222957,4,4
50188,3595,4.27759297288776,4,4
50189,151,0,4,4
50190,376,0,4,4
50191,121,0,4,4
50192,159,1,4,4
50195,511,2.23592635062903,4,4
50196,9576,4.56954835445524,4,4
50197,573,2.71436119504785,4,4
50198,121,0.721928094887362,4,4
50199,1004,3.43162356584743,4,4
50202,197,0,4,4
50203,62,1,1,1
50204,15785,5.003381873251,4,4
50205,103,0,1,4
50206,2843,3.74832417835442,4,4
50208,312,0.985228136034252,4,4
50209,590,2.64643934467102,4,4
50210,248,0.91829583405449,4,4
50212,102,0,1,4
50213,4657,4.71716200370977,4,4
50216,290,1.90563906222957,4,4
50217,879,2.35538854220753,4,4
50219,128,2,4,4
50221,789,2.92192809488736,4,4
50224,492,2.64643934467102,4,4
50226,181,0,4,4
50227,624,1,4,4
50228,158,0,4,4
50231,1047,3.39189264468093,4,4
50234,162,1.5,4,4
50235,400,3.22467921775583,4,4
50238,2088,3.0945595203306,4,4
50239,111,2.25162916738782,4,4
50240,79,1.58496250072116,1,1
50241,121,0,4,4
50247,1717,4.92857042937724,4,4
50248,532,2.58496250072116,4,4
50252,2029,3.76524692496626,4,4
50253,101,0,1,4
50255,10285,5.12583107568251,4,4
50256,241,0,4,4
50257,2772,3.57853484526214,4,4
50258,7745,4.69425992124414,4,4
50259,452,1.58496250072116,4,4
50261,147,1,4,4
50264,469,0.721928094887362,4,4
50265,401,2.42257976184249,4,4
50266,275,1.79248125036058,4,4
50267,111,0,1,4
50268,144,0,4,4
50270,442,1.55665670746282,4,4
50275,417,2.27983598854311,4,4
50277,151,2,4,4
50278,540,4.15806605228658,4,4
50279,146,0,4,4
50280,461,3.23592635062903,4,4
50283,186,1,4,4
50284,289,0,4,4
50287,1223,4.27914403848484,4,4
50288,168,0.91829583405449,4,4
50291,504,2.5,4,4
50294,876,3.76845395770192,4,4
50297,1007,3.27280432733462,4,4
50298,101,0,1,4
50301,276,1.44661666762821,4,4
50303,116,1,4,4
50306,4295,3.69166035494759,4,4
50309,166,1.58496250072116,4,4
50310,1435,4.43881044080429,4,4
50312,1628,3.9705627165753,4,4
50313,68,0,1,1
50316,209,1.5,4,4
50317,681,2.73961342008154,4,4
50318,484,3.15740581142552,4,4
50321,738,3.13554046821917,4,4
50324,161,0,4,4
50325,144,1,4,4
50327,124,0.970950594454669,4,4
50332,1900,4.26197477312884,4,4
50337,491,0.91829583405449,4,4
50339,135,0.721928094887362,4,4
50340,168,0,4,4
50342,318,0,4,4
50343,101,0,1,1
50345,41,0,1,1
50348,373,0,4,4
50351,61,0,1,1
50357,13535,3.56992180488231,4,4
50359,21,0,1,1
50360,12184,4.02778386764208,4,4
50365,3344,3.9196455331567,4,4
50367,191,0,4,4
50369,138,0,4,4
50370,213,0,4,4
50381,16,0,1,1
50387,382,1.9437519544205,4,4
50390,101,0,1,1
50391,156,0,4,4
50392,338,1.92192809488736,4,4
50393,1,0,1,1
50396,101,0,1,1
50399,193,0,4,4
50400,141,1.5,4,4
50401,116,0,4,4
50402,69,0,1,1
50403,116,0,4,4
50405,41,0,1,1
50406,29,0,1,1
50407,101,0,1,1
50409,81,0,1,1
50412,628,3.73860850073124,4,4
50415,769,0,4,4
50418,303,2.79436562410757,4,4
50420,188,0,4,4
50422,218,1.14883485428092,4,4
50423,130,2.49560292372901,4,4
50425,260,1.2987949406954,4,4
50426,226,0,4,4
50428,266,1.37095059445467,4,4
50430,1152,3.38284345415324,4,4
50432,101,1.92192809488736,1,4
50433,181,1,4,4
50436,36,0,1,1
50437,384,2.41938194564637,4,4
50439,166,0,4,4
50440,28,0,1,1
50441,29705,4.52645223746624,4,4
50443,161,1,4,4
50447,369,0,4,4
50449,1447,4.05720786831817,4,4
50450,123,0,4,4
50454,230,1.35164411515339,4,4
50457,75,2.0634582986483,1,1
50461,272,3.00623892865339,4,4
50464,164,0.811278124459133,4,4
50465,136,0,4,4
50466,191,0,4,4
50467,212,1.04085208297276,4,4
50469,9212,3.76625208688239,4,4
50473,166,1.14883485428092,4,4
50477,63,0,1,1
50479,99,2.32192809488736,1,1
50482,185,0.91829583405449,4,4
50483,261,0.721928094887362,4,4
50484,11,1,1,1
50486,1340,4.2220528839523,4,4
50487,429,0.986426728730842,4,4
50488,262,1.45914791702724,4,4
50490,1544,4.09334044106812,4,4
50491,215,1,4,4
50494,26,0,1,1
50496,189,1.40563906222957,4,4
50499,83,0,1,1
50502,181,0,4,4
50503,143,0.503258334775646,4,4
50504,196,2.44643934467102,4,4
50505,101,1.45914791702724,1,4
50506,103,0,1,4
50507,534,2.41896119556797,4,4
50508,249,0.831474388009729,4,4
50509,24,0,1,1
50510,188,2.25,4,4
50513,197,1.67293303187337,4,4
50514,111,0,4,4
50516,51,0,1,1
50517,138,0,4,4
50518,4539,3.9704725385665,4,4
50520,116,0,4,4
50521,181,1.25162916738782,4,4
50522,180,2.62581458369391,4,4
50529,109,0,1,4
50530,12,0,1,1
50531,119,0,4,4
50532,329,1.50161447181018,4,4
50533,405,0.566509506552905,4,4
50536,266,0,4,4
50537,405,2.71929452566698,4,4
50538,752,3.03063906222957,4,4
50543,346,2.8073549220576,4,4
50545,113,0,4,4
50547,265,0.91829583405449,4,4
50548,2751,4.24759777604177,4,4
50549,101,1,1,4
50551,29,0,1,1
50553,357,0.863120568566631,4,4
50554,131,0,4,4
50556,116,0,4,4
50558,21,0,1,1
50560,179,1,4,4
50561,253,2.41308843642576,4,4
50562,35626,4.47036361814145,4,4
50564,101,0,1,1
50565,116,0.91829583405449,4,4
50566,99,0,1,1
50567,113,0,4,4
50574,58,0.91829583405449,1,1
50575,61,1,1,1
50582,567,2.10488389886182,4,4
50583,244,1.06127812445913,4,4
50586,11,0,1,1
50587,475,3.32748478195584,4,4
50589,6,0,1,1
50592,136,0,4,4
50597,131,0,4,4
50598,150,1.45914791702724,4,4
50599,134,0,4,4
50600,276,0.91829583405449,4,4
50604,43,0,1,1
50605,4842,4.84451338629256,4,4
50606,185,1.91829583405449,4,4
50608,101,0,1,1
50611,519,2.25887184844536,4,4
50612,36,0,1,1
50613,138,0,4,4
50614,144,1.45914791702724,4,4
50615,168,0.954434002924965,4,4
50618,11,1.37095059445467,1,1
50620,113,0,4,4
50621,14057,4.68108423771478,4,4
50622,19,0,1,1
50623,437,1.61718957259272,4,4
50624,186,0,4,4
50625,21,0,1,1
50626,101,1.45914791702724,1,1
50627,113,0,4,4
50629,56,0,1,1
50630,251,0,4,4
50632,133,0,4,4
50635,21,0,1,1
50638,421,2.4237949406954,4,4
50639,47,1.45914791702724,1,1
50640,126,0,4,4
50642,41,0,1,1
50644,160,0.985228136034252,4,4
50647,864,2.9398290174664,4,4
50648,121,0,4,4
50649,28,0,1,1
50651,11,0,1,1
50652,16,0,1,1
50653,141,0,4,4
50654,171,0.91829583405449,4,4
50655,148,0,4,4
50658,111,0,1,4
50660,132,0,4,4
50661,128,0,4,4
50664,50,0.91829583405449,1,1
50666,1121,2.18452177847849,4,4
50667,31,0,1,1
50670,163,0,4,4
50672,417,2.4695083368392,4,4
50673,224,0,4,4
50674,113,0,4,4
50676,213,2.49892956369094,4,4
50681,101,2.71929452566698,1,1
50682,36,0,1,1
50685,33,0,1,1
50686,146,1,4,4
50687,51,0.811278124459133,1,1
50690,151,0,4,4
50691,29,0,1,1
50695,155,0,4,4
50698,153,1,4,4
50700,118,0,4,4
50701,1653,3.6042631723195,4,4
50702,101,0,1,4
50704,71,0,1,1
50705,356,2.64160416786859,4,4
50707,21,0,1,1
50708,181,0,4,4
50709,156,0,4,4
50711,21,0,1,1
50712,36,0,1,1
50713,425,2.9790978911348,4,4
50714,97,1.93626002753153,1,1
50715,123,0,4,4
50717,101,0,1,4
50718,111,0,4,4
50719,9,0,1,1
50720,555,3.37639561516815,4,4
50723,106,0,1,4
50725,139,1,4,4
50727,143,0,4,4
50728,167,0.650022421648354,4,4
50730,128,0.91829583405449,4,4
50733,818,3.89419005929208,4,4
50735,6,0,1,1
50736,151,1.84237099317711,4,4
50738,141,0.811278124459133,4,4
50740,201,0,4,4
50741,200,1.89106111207265,4,4
50743,128,0.91829583405449,4,4
50744,47,0,1,1
50745,197,2.0588138903312,4,4
50751,333,1.25162916738782,4,4
50752,111,1.58496250072116,4,4
50753,236,1.5,4,4
50754,58,0.91829583405449,1,1
50757,400,2.55034070954639,4,4
50758,75,0.91829583405449,1,1
50760,204,2.98345859334435,4,4
50762,352,2.28103611255342,4,4
50763,65,1.58496250072116,1,1
50766,166,0.811278124459133,4,4
50767,134,0,4,4
50768,201,3.09579525500093,4,4
50771,346,2.76810207019148,4,4
50775,2973,4.20774454182833,4,4
50776,51,0.811278124459133,1,1
50777,138,0,4,4
50778,111,0,1,4
50779,133,0,4,4
50780,138,0,4,4
50781,123,0,4,4
50783,41,0,1,1
50784,188,0,4,4
50785,151,1,4,4
50786,133,0,4,4
50788,113,0,4,4
50789,140,0,4,4
50790,36,0,1,1
50793,161,2.72548055699787,4,4
50795,301,0.91829583405449,4,4
50796,27,0,1,1
50797,561,2.36852252772821,4,4
50801,113,0,4,4
50803,1852,3.86254764542643,4,4
50805,256,0.863120568566631,4,4
50806,121,0,4,4
50808,101,0,1,4
50810,336,2.45914791702724,4,4
50812,43,0,1,1
50814,126,0,4,4
50815,143,0,4,4
50817,116,0,4,4
50818,133,0,4,4
50819,138,0,4,4
50823,137,0,4,4
50824,116,0,4,4
50825,766,3.26558332288773,4,4
50828,1180,2.80928875654716,4,4
50829,141,0.91829583405449,4,4
50830,116,0,4,4
50831,87,0.721928094887362,1,1
50832,121,0,4,4
50834,221,0,4,4
50835,184,2.18670434591002,4,4
50837,19,0,1,1
50838,193,1,4,4
50841,150,1,4,4
50843,31,0,1,1
50844,208,0.91829583405449,4,4
50845,498,2.75343438618878,4,4
50848,133,0,4,4
50851,11,0,1,1
50853,39,0.91829583405449,1,1
50854,491,2.92585301456128,4,4
50855,21,0,1,1
50856,392,2.11796317531452,4,4
50858,29,0,1,1
50859,136,0,4,4
50860,35,0,1,1
50862,68,0.811278124459133,1,1
50865,121,0,4,4
50867,31,0,1,1
50869,283,2.5,4,4
50870,65,1.84643934467102,1,1
50872,41,0,1,1
50873,21,0,1,1
50875,514,2.33502878582196,4,4
50876,166,0,4,4
50878,31,0,1,1
50879,141,1,4,4
50880,111,0,1,4
50881,93,0,1,1
50882,176,1.84643934467102,4,4
50883,178,0,4,4
50884,133,0.91829583405449,4,4
50885,244,0,4,4
50886,225,1.91829583405449,4,4
50888,459,2.62351664121802,4,4
50891,38,0,1,1
50892,4,0,1,1
50893,193,0,4,4
50896,381,2.625,4,4
50899,190,0.811278124459133,4,4
50900,122,1,4,4
50901,101,1,1,1
50902,6,0,1,1
50904,16,0,1,1
50907,151,0,4,4
50909,1,0,1,1
50910,28,0,1,1
50916,123,0,4,4
50920,230,1.58496250072116,4,4
50923,43,0,1,1
50925,103,0,1,4
50929,138,1,4,4
50932,165,1,4,4
50933,128,0,4,4
50935,148,0,4,4
50936,36,0.91829583405449,1,1
50937,31,0,1,1
50938,151,0,4,4
50939,6848,5.1223839764998,4,4
50940,116,0,4,4
50943,41,1,1,1
50945,113,1.37095059445467,4,4
50946,108,1,1,4
50947,1102,3.27172349580187,4,4
50948,21,0,1,1
50949,101,1,1,4
50953,128,0,4,4
50955,38,0.91829583405449,1,1
50957,11,0,1,1
50959,240,0.811278124459133,4,4
50962,4,0,1,1
50963,11,0,1,1
50964,23,0,1,1
50966,18,0,1,1
50968,739,2.21176677073957,4,4
50969,158,0,4,4
50971,13,0,1,1
50973,881,0.811278124459133,4,4
50974,105,0,1,4
50975,162,1,4,4
50980,100,0,1,1
50982,136,0,4,4
50983,306,2.5,4,4
50984,3,0,1,1
50985,118,0,4,4
50987,2,0,1,1
50988,36,0,1,1
50989,21,0,1,1
50992,178,0.721928094887362,4,4
50993,133,0,4,4
50995,48,0,1,1
50996,367,1.52192809488736,4,4
50997,86,0,1,1
50999,26,0,1,1
51000,141,0,4,4
51001,103,0,1,4
51005,101,0,1,4
51006,21,0,1,1
51007,246,0,4,4
51012,28,0,1,1
51014,133,0,4,4
51015,126,0.811278124459133,4,4
51017,587,3.04643934467102,4,4
51019,68,0,1,1
51024,573,3.01057093426848,4,4
51026,208,0.650022421648354,4,4
51030,133,0,4,4
51031,4,0,1,1
51032,5,0,1,1
51035,201,1.80920003269781,4,4
51039,26,0,1,1
51040,128,0,4,4
51041,101,1,1,4
51042,103,0.811278124459133,1,4
51043,66,0,1,1
51044,71,0,1,1
51048,48,0,1,1
51054,176,0,4,4
51058,300,1.5,4,4
51060,120,0.91829583405449,4,4
51061,9,0,1,1
51065,475,3.46132014021101,4,4
51067,31,0,1,1
51072,121,0,4,4
51075,31,0,1,1
51076,3,0.985228136034252,1,1
51077,26,0,1,1
51078,365,2.199691979624,4,4
51079,133,0,4,4
51082,113,0,4,4
51083,21,0,1,1
51084,71,0,1,1
51086,131,0,4,4
51087,145,0.970950594454669,4,4
51088,38,0,1,1
51089,24,0,1,1
51091,128,0,4,4
51092,26,0,1,1
51093,112,0,4,4
51094,177,0.91829583405449,4,4
51098,804,3.15563906222957,4,4
51099,121,0,4,4
51100,128,0,4,4
51102,276,2.8967822215998,4,4
51104,138,0.91829583405449,4,4
51105,131,1,4,4
51108,183,0.684038435639042,4,4
51109,133,0,4,4
51110,71,0,1,1
51111,594,3.2483650467509,4,4
51112,91,0,1,1
51113,154,1,4,4
51115,297,1.41829583405449,4,4
51121,213,0,4,4
51122,58,1.52192809488736,1,1
51124,174,0.91829583405449,4,4
51126,386,1,4,4
51127,9,0,1,1
51130,101,0,1,1
51134,155,2,4,4
51135,11,0,1,1
51139,1,0,1,1
51140,143,0,4,4
51144,6,0,1,1
51145,131,0,4,4
51146,512,2.73732277981859,4,4
51147,116,0,4,4
51149,152,1.5,4,4
51152,103,0,1,4
51153,129,0,4,4
51154,23,1,1,1
51157,148,0,4,4
51159,113,0,4,4
51162,41,0,1,1
51163,11,0,1,1
51168,26,0,1,1
51169,111,0,1,4
51170,11,0,1,1
51171,123,0,4,4
51172,141,0,4,4
51175,111,0,1,4
51177,11,0,1,1
51178,1,0,1,1
51179,239,1.58496250072116,4,4
51181,118,0,4,4
51182,30,0,1,1
51183,41,1,1,1
51184,25,0.91829583405449,1,1
51187,31,1,1,1
51190,94,1.79248125036058,1,1
51192,51,0,1,1
51194,26,0,1,1
51195,313,2.47095059445467,4,4
51196,2580,3.93451853753291,4,4
51198,306,1,4,4
51204,179,1.91829583405449,4,4
51206,21,0,1,1
51207,291,1,4,4
51208,171,0,4,4
51210,911,3.18083298720544,4,4
51213,24,0,1,1
51214,23,0,1,1
51215,108,0,1,4
51219,7,0,1,1
51220,31,0,1,1
51221,8,0,1,1
51227,141,0,4,4
51231,144,0,4,4
51232,46,0,1,1
51233,183,0,4,4
51234,111,0,4,4
51235,131,2,4,4
51236,178,1.58496250072116,4,4
51237,101,0,1,4
51238,16,1,1,1
51239,206,2.52164063634332,4,4
51242,230,2.79248125036058,4,4
51244,109,0,1,4
51247,7,0,1,1
51249,160,2,4,4
51250,297,2.44643934467102,4,4
51251,7,0,1,1
51252,108,0,1,4
51253,173,0.954434002924965,4,4
51254,252,0.970950594454669,4,4
51256,101,0,1,4
51259,131,2.32192809488736,4,4
51262,211,1,4,4
51264,477,3.89135660196917,4,4
51266,173,1,4,4
51268,131,0,4,4
51271,186,0,4,4
51272,163,0.91829583405449,4,4
51273,18,0,1,1
51276,31,0,1,1
51277,26,0,1,1
51280,27,0.91829583405449,1,1
51281,116,0,4,4
51282,151,0.721928094887362,4,4
51284,6,0,1,1
51288,210,1.5,4,4
51290,193,2.12192809488736,4,4
51291,16,0,1,1
51292,21,0,1,1
51293,165,1.37095059445467,4,4
51294,1,0,1,1
51295,71,0,1,1
51297,126,0,4,4
51300,71,0,1,1
51301,128,1,4,4
51302,116,0,4,4
51303,133,0,4,4
51304,198,1.04085208297276,4,4
51305,21,0,1,1
51307,5166,3.94977510657309,4,4
51310,11,0,1,1
51311,7,0,1,1
51312,11,0,1,1
51313,113,0,4,4
51315,101,0,1,4
51321,161,0,4,4
51322,681,3.63155982901984,4,4
51323,9,0,1,1
51324,26,0,1,1
51326,183,0,4,4
51327,166,0,4,4
51328,3,0,1,1
51330,40,1.5,1,1
51331,11,0,1,1
51332,181,0.811278124459133,4,4
51333,99,1.45914791702724,1,1
51334,66,1.45914791702724,1,1
51336,133,0,4,4
51337,17,0,1,1
51339,51,0,1,1
51341,3,0,1,1
51342,1611,3.3843359970447,4,4
51344,171,1.78845045730829,4,4
51345,24,0,1,1
51346,107,1,1,4
51347,168,2.41938194564637,4,4
51348,123,0,4,4
51351,1,0,1,1
51355,111,0,1,4
51356,136,0,4,4
51358,31,0,1,1
51359,23,0,1,1
51360,121,0,4,4
51361,1354,4.1718608739642,4,4
51362,430,2.77292445577482,4,4
51363,274,3.02698683335929,4,4
51364,26,0,1,1
51366,26,0,1,1
51367,151,1.58496250072116,4,4
51371,111,0,1,4
51373,6,0,1,1
51374,153,0,4,4
51375,126,0,4,4
51377,442,1.36581994048796,4,4
51378,21,0,1,1
51381,4498,4.16942338504222,4,4
51384,126,1.58496250072116,4,4
51385,1,0,1,1
51391,130,0.91829583405449,4,4
51395,20,0,1,1
51397,28,0,1,1
51399,9,0,1,1
51404,23,0,1,1
51405,14,0,1,1
51406,11,0,1,1
51407,1791,3.57909346802674,4,4
51408,366,2.12808527889139,4,4
51410,101,0,1,1
51411,6,0,1,1
51412,123,0,4,4
51413,16,0,1,1
51414,23,0,1,1
51415,4,0,1,1
51416,6,0,1,1
51417,108,0,1,4
51420,21,0,1,1
51421,165,0.811278124459133,4,4
51424,11,0,1,1
51425,113,0,4,4
51426,1560,3.81266653847401,4,4
51428,115,0.591672778582327,4,4
51430,303,1.5,4,4
51431,11,0,1,1
51432,1,0,1,1
51435,51,0,1,1
51436,133,0,4,4
51441,54,1.5,1,1
51443,118,0,4,4
51444,31,0,1,1
51445,101,0,1,1
51446,3456,3.80622478487258,4,4
51448,150,1.37095059445467,4,4
51449,543,3.39416713256781,4,4
51451,123,0,4,4
51453,21,0,1,1
51457,106,0,1,4
51459,38,0,1,1
51461,118,0,4,4
51463,21,0,1,1
51464,6,0,1,1
51465,117,1,4,4
51466,101,0.91829583405449,1,4
51468,155,0.845350936622437,4,4
51471,111,0,4,4
51472,1,0,1,1
51474,64,1.57095059445467,1,1
51476,138,0,4,4
51477,114,0,4,4
51478,814,2.80869496956284,4,4
51480,124,0,4,4
51481,191,0.91829583405449,4,4
51483,109,0,1,4
51486,6,0,1,1
51490,19,0,1,1
51491,113,0,4,4
51492,111,0,4,4
51494,11,0,1,1
51496,6,0,1,1
51498,113,0,4,4
51499,254,1.92192809488736,4,4
51500,11,0,1,1
51502,14863,5.18528207242695,4,4
51503,30,0,1,1
51505,248,2.23592635062903,4,4
51508,6,1,1,1
51511,40,0,1,1
51512,19,0,1,1
51513,11,0,1,1
51514,13,0,1,1
51515,41,0.863120568566631,1,1
51519,1,0,1,1
51521,6,0,1,1
51522,6,0,1,1
51524,141,0,4,4
51525,31,0,1,1
51527,231,0,4,4
51529,1,0,1,1
51531,101,0,1,4
51532,743,2.94370110435642,4,4
51534,161,0,4,4
51537,168,0.970950594454669,4,4
51538,132,0.91829583405449,4,4
51540,19,0,1,1
51541,6,0,1,1
51542,11,0,1,1
