"period";"modularity_class";"avgIndegree";"avgOutdegree";"avgDegree";"avgBetweenness";"avgPageRank";"avgEigenvector"
"27";"10";"6,8072";"5,9036";"12,7108";"3591,345795367447";"0,000604539383932559";"0,03587245485683956"
"27";"11";"0,5000";"0,5000";"1,0000";"0";"0,00017773970482312434";"0,00019585853732186277"
"27";"12";"4,5926";"5,5062";"10,0988";"1096,375595433254";"0,00043164294695627846";"0,02544185938754397"
"27";"13";"4,9313";"5,3588";"10,2901";"1952,650859865629";"0,00047002828886355167";"0,026349113067376348"
"27";"14";"1,0000";"1,0000";"2,0000";"0";"0,0008314478192981654";"0,0004329601458611575"
"28";"0";"5,3125";"4,3750";"9,6875";"1831,807941359433";"0,0005093019715201976";"0,03192925611127134"
"28";"1";"3,8214";"4,3929";"8,2143";"1043,4949776430865";"0,0003613924622336908";"0,019402113620994844"
"28";"2";"3,7907";"4,5814";"8,3721";"1425,2014626844496";"0,00037246168391643264";"0,02327405231018699"
"28";"3";"6,1989";"5,8125";"12,0114";"2339,3703864662234";"0,000570739862260283";"0,03349991327604306"
"28";"4";"3,6393";"4,0656";"7,7049";"1051,8335782953773";"0,0003508585991046418";"0,015447369728395452"
"28";"5";"4,9754";"4,9180";"9,8934";"2233,13335103809";"0,00046040662126725613";"0,023436617838934044"
"28";"6";"4,3136";"3,9661";"8,2797";"1594,4070387566162";"0,00043717130069475683";"0,020372093001110876"
"28";"7";"1,0000";"1,0000";"2,0000";"0";"0,0007895922366952337";"0,000425187985767619"
"28";"8";"5,0758";"4,8258";"9,9015";"2600,8903861763915";"0,00044241870438493155";"0,02429861740031974"
"28";"9";"4,3275";"4,4948";"8,8223";"1718,0384607621666";"0,0004176034831529507";"0,01900970138142041"
"28";"10";"6,1914";"6,5247";"12,7160";"2115,5405305675426";"0,000541182521298832";"0,03792568970909452"
"28";"11";"3,8667";"3,7222";"7,5889";"825,3974420679026";"0,00036250091111012477";"0,016752965999697996"
"28";"12";"1,0000";"1,0000";"2,0000";"0";"0,0007895922366952337";"0,000425187985767619"
"29";"0";"6,5175";"6,7968";"13,3143";"2308,9695418860997";"0,0005332963397069357";"0,03830445416529525"
"29";"1";"4,2653";"4,4490";"8,7143";"1609,3611562774788";"0,0003896133479299481";"0,023035536043902956"
"29";"2";"5,1297";"5,0649";"10,1946";"2019,5237598564545";"0,00045039549547117437";"0,024614652178460112"
"29";"3";"4,6704";"4,5521";"9,2225";"1761,7285810576288";"0,00042638547573234397";"0,020225213259229487"
"29";"4";"4,6327";"3,9796";"8,6122";"2447,22574490553";"0,0004522256484050142";"0,02361224806101724"
"29";"5";"5,5500";"4,5357";"10,0857";"2812,8343205596343";"0,0004909970235230656";"0,03026976147110634"
"29";"6";"4,1969";"4,2280";"8,4249";"1325,1287389223332";"0,000384280934701119";"0,01802085064016534"
"29";"7";"1,0000";"1,0000";"2,0000";"0";"0,0007449394205401764";"0,00041604957228862777"
"29";"8";"0,5000";"0,5000";"1,0000";"0";"0,00015924752882181533";"0,00018921453155791693"
"29";"9";"1,0000";"1,0000";"2,0000";"0";"0,0001117523897167661";"0,00041604957228862777"
"29";"10";"0,5000";"0,5000";"1,0000";"0";"0,00015924752882181533";"0,00018921453155791693"
"29";"11";"1,0000";"1,0000";"2,0000";"0";"0,0001117523897167661";"0,00041604957228862777"
"29";"12";"0,5000";"0,5000";"1,0000";"0";"0,00015924752882181533";"0,00018921453155791693"
"29";"13";"4,4493";"4,4275";"8,8768";"1707,02443140437";"0,0003973401863740313";"0,021498261844151385"
"29";"14";"3,7442";"4,1860";"7,9302";"1559,5234812802887";"0,0003441412213330131";"0,017787205323089642"
"29";"15";"3,8155";"5,0000";"8,8155";"1758,069809556999";"0,00033362553276508085";"0,01856906005724141"
"29";"16";"1,0000";"1,0000";"2,0000";"0";"0,0007449394205401764";"0,00041604957228862777"
"30";"0";"6,0854";"4,7927";"10,8780";"2155,643215533166";"0,0005105942120843892";"0,031017283936440074"
"30";"1";"4,2208";"4,5455";"8,7662";"1779,086175510225";"0,000346298374185014";"0,018493472774760454"
"30";"2";"5,2077";"4,4692";"9,6769";"2066,629326277762";"0,00042327971101977543";"0,024587319188321227"
"30";"3";"6,3053";"5,5267";"11,8321";"3795,0431337830155";"0,0005138284379438097";"0,02899655503436917"
"30";"4";"2,4167";"3,5000";"5,9167";"611,1212833076025";"0,00020029115827956885";"0,004525933361346982"
"30";"5";"4,9867";"4,8800";"9,8667";"1647,728717060355";"0,0004332244073525641";"0,028929220028126992"
"30";"6";"4,4721";"4,6656";"9,1377";"1998,7901196968505";"0,0003796579681383285";"0,02020711719313987"
"30";"7";"1,0000";"1,0000";"2,0000";"0";"0,0007129371634158933";"0,00040789721309273546"
"30";"8";"3,3694";"3,7297";"7,0991";"1228,1001639289104";"0,00031380355896706006";"0,012158273081031042"
"30";"9";"1,0000";"1,0000";"2,0000";"0";"0,0007129371634158933";"0,00040789721309273546"
"30";"10";"0,5000";"0,5000";"1,0000";"0";"0,00015240730791868948";"0,0001858947093311655"
"30";"11";"1,0000";"1,0000";"2,0000";"0";"0,00010695223401450289";"0,00040789721309273546"
"30";"12";"0,5000";"0,5000";"1,0000";"0";"0,00015240730791868948";"0,0001858947093311655"
"30";"13";"3,7669";"4,3682";"8,1351";"1386,186560182327";"0,0003567582976751257";"0,01737408096025872"
"30";"14";"1,0000";"1,0000";"2,0000";"0";"0,00010695223401450289";"0,00040789721309273546"
"30";"15";"0,5000";"0,5000";"1,0000";"0";"0,00015240730791868948";"0,0001858947093311655"
"30";"16";"5,8009";"6,0339";"11,8348";"2310,6741595017065";"0,00046577427717759106";"0,031221133652770457"
"31";"0";"4,6000";"4,1091";"8,7091";"1839,55732798851";"0,0003859795483286369";"0,024956698647301174"
"31";"1";"3,7895";"4,2237";"8,0132";"1855,5628286413819";"0,0003015844372813974";"0,016881141777815946"
"31";"2";"4,6617";"4,1045";"8,7662";"2299,3912965056957";"0,000420072994587844";"0,02215044017445012"
"31";"3";"1,0000";"1,0000";"2,0000";"0";"0,0006807985502028163";"0,0004026612448909574"
"31";"4";"4,7023";"4,6884";"9,3907";"2171,1620421034786";"0,00037851549540991465";"0,020263292373669948"
"31";"5";"5,4837";"4,7582";"10,2418";"3478,7247676292977";"0,0004456093243809195";"0,02746004791124947"
"31";"6";"4,1359";"4,7023";"8,8382";"1683,0508569746185";"0,00034723715075728043";"0,016936694729340805"
"31";"7";"0,5000";"0,5000";"1,0000";"0";"0,00014553736815127837";"0,00018377576344371098"
"31";"8";"1,0000";"1,0000";"2,0000";"0";"0,00010213122931843418";"0,0004026612448909574"
"31";"9";"0,5000";"0,5000";"1,0000";"0";"0,00014553736815127837";"0,00018377576344371098"
"31";"10";"1,0000";"1,0000";"2,0000";"0";"0,00010213122931843418";"0,0004026612448909574"
"31";"11";"0,5000";"0,5000";"1,0000";"0";"0,00014553736815127837";"0,00018377576344371098"
"31";"12";"3,3108";"3,6892";"7,0000";"875,0373886004443";"0,00029660532938275666";"0,013034215286311962"
"31";"13";"0,5000";"0,5000";"1,0000";"0";"0,00014553736815127837";"0,00018377576344371098"
"31";"14";"1,0000";"1,0000";"2,0000";"0";"0,00010213122931843418";"0,0004026612448909574"
"31";"15";"6,1933";"5,6600";"11,8533";"2569,6159724478475";"0,0004760388073402885";"0,03279712657963963"
"31";"16";"5,0741";"5,6222";"10,6963";"2092,1819059836976";"0,00040488568683090905";"0,028391381720624373"
"31";"17";"6,1452";"6,0581";"12,2033";"2480,552756765863";"0,0004642443400717768";"0,02989706122079998"
"31";"18";"4,1622";"4,4865";"8,6486";"1917,4738295607094";"0,0003334044553918335";"0,018595554530732517"
"31";"19";"5,4110";"5,5479";"10,9589";"1876,6060300142478";"0,00040778567467068295";"0,027920146819296367"
"31";"20";"1,0000";"1,0000";"2,0000";"0";"0,0006807985502028163";"0,0004026612448909574"
"32";"0";"5,7506";"5,4325";"11,1831";"2413,5618808207446";"0,00042584564461572175";"0,02828434776833971"
"32";"1";"5,5094";"5,6462";"11,1557";"2404,513311689199";"0,00041513306889803337";"0,028655043509847006"
"32";"2";"5,3958";"5,5618";"10,9576";"3351,8383201035676";"0,0003858008263054297";"0,0259242817016936"
"32";"3";"4,1939";"4,2182";"8,4121";"1593,2135999939924";"0,0003255507073588594";"0,016855775792126992"
"32";"4";"1,0000";"1,0000";"2,0000";"0";"0,0006397505949239471";"0,0003935467280892286"
"32";"5";"4,1784";"4,0622";"8,2405";"1757,2930594426118";"0,00033345674521869934";"0,016244254850448576"
"32";"6";"4,3959";"4,7310";"9,1269";"2286,9208439606773";"0,00034878741640540845";"0,018947163331516588"
"32";"7";"0,5000";"0,5000";"1,0000";"0";"0,00013676202659966178";"0,00018014168792677206"
"32";"8";"0,5000";"0,5000";"1,0000";"0";"0,00013676202659966178";"0,00018014168792677206"
"32";"9";"1,0000";"1,0000";"2,0000";"0";"0,00009597311362583724";"0,0003935467280892286"
"32";"10";"0,5000";"0,5000";"1,0000";"0";"0,00013676202659966178";"0,00018014168792677206"
"32";"11";"0,5000";"0,5000";"1,0000";"0";"0,00013676202659966178";"0,00018014168792677206"
"32";"12";"4,3804";"4,0543";"8,4348";"2048,075031528632";"0,00034948679033429636";"0,02015186493273059"
"32";"13";"1,0000";"1,0000";"2,0000";"0";"0,0006397505949239471";"0,0003935467280892286"
"33";"0";"4,3483";"5,4677";"9,8159";"2486,2488895415654";"0,0003113037368789131";"0,02091469037533758"
"33";"1";"3,6545";"4,0727";"7,7273";"1687,113525801075";"0,0002958907281257742";"0,013761084757414688"
"33";"2";"4,0429";"3,7286";"7,7714";"2209,8775153171";"0,00030456850984370004";"0,015375352289087152"
"33";"3";"3,4483";"4,1954";"7,6437";"1039,5731864806394";"0,0002659166438102648";"0,015318543911983316"
"33";"4";"1,5000";"1,5000";"3,0000";"0";"0,00023338841498345123";"0,0006121187205566451"
"33";"5";"4,6176";"3,9545";"8,5722";"2741,903642486948";"0,0003574185977546968";"0,01865235345047758"
"33";"6";"1,0000";"1,0000";"2,0000";"0";"0,000606845532635295";"0,00038558305858621075"
"33";"7";"4,4603";"4,7963";"9,2566";"2127,609538565615";"0,0003270350457054624";"0,017209548015918247"
"33";"8";"5,3161";"4,6437";"9,9598";"3365,5861698935464";"0,0003870287186605451";"0,025129475086400645"
"33";"9";"0,5000";"0,5000";"1,0000";"0";"0,00012972860517026033";"0,00017695634604489598"
"33";"10";"1,0000";"1,0000";"2,0000";"0";"0,00009103738459772785";"0,00038558305858621075"
"33";"11";"0,5000";"0,5000";"1,0000";"0";"0,00012972860517026033";"0,00017695634604489598"
"33";"12";"0,5000";"0,5000";"1,0000";"0";"0,00012972860517026033";"0,00017695634604489598"
"33";"13";"5,6386";"4,2169";"9,8554";"2143,7855519494005";"0,00042970764035871656";"0,025614379469028076"
"33";"14";"5,8453";"5,8962";"11,7415";"2680,226407335774";"0,0004039496014014309";"0,029026106986866536"
"33";"15";"1,0000";"1,0000";"2,0000";"0";"0,000606845532635295";"0,00038558305858621075"
"34";"0";"3,8182";"4,4156";"8,2338";"2045,8577521834911";"0,00024121435574206876";"0,01062812509433598"
"34";"1";"4,9244";"4,7035";"9,6279";"2595,336871706447";"0,0003270765159003549";"0,021052612299020713"
"34";"2";"4,3148";"4,2037";"8,5185";"2578,738405721203";"0,0002720709810614801";"0,015159168058231406"
"34";"3";"4,1781";"4,2831";"8,4612";"2119,024402138604";"0,0002954962595023789";"0,016934844511859472"
"34";"4";"1,0000";"1,0000";"2,0000";"0";"0,0005723306853783494";"0,000376125848912115"
"34";"5";"1,5000";"1,5000";"3,0000";"0";"0,00022011665665354558";"0,0005961079627217054"
"34";"6";"4,3366";"4,1073";"8,4439";"1924,095633199638";"0,0003019080456257509";"0,016988916168054227"
"34";"7";"1,0000";"1,0000";"2,0000";"0";"0,0005723306853783494";"0,000376125848912115"
"34";"8";"0,5000";"0,5000";"1,0000";"0";"0,00012235133020744657";"0,00017305597622057319"
"34";"9";"1,0000";"1,0000";"2,0000";"0";"0,00008586034459530647";"0,000376125848912115"
"34";"10";"0,5000";"0,5000";"1,0000";"0";"0,00012235133020744657";"0,00017305597622057319"
"34";"11";"4,1085";"4,3302";"8,4387";"2334,8385702843866";"0,0003117941347354425";"0,016682297339425018"
"34";"12";"0,5000";"0,5000";"1,0000";"0";"0,00012235133020744657";"0,00017305597622057319"
"34";"13";"4,8750";"4,1429";"9,0179";"3608,227505291347";"0,0003811200222767317";"0,02553009502871077"
"34";"14";"3,9592";"4,2653";"8,2245";"2477,9047892026692";"0,0003288823835839402";"0,022241791483976453"
"34";"15";"4,0056";"4,3000";"8,3056";"1921,5286735546579";"0,0002912724867401847";"0,014980678247676526"
"34";"16";"4,3279";"4,0328";"8,3607";"1830,1531149491607";"0,0003195902254667894";"0,018822458865801632"
"34";"17";"6,1669";"6,1277";"12,2946";"3400,8289988463334";"0,0003851707513004455";"0,02900200698493813"
"34";"18";"4,7049";"4,4426";"9,1475";"3033,7344221991384";"0,00032641969679379963";"0,018502629127469587"
"34";"19";"0,5000";"0,5000";"1,0000";"0";"0,00012235133020744657";"0,00017305597622057319"
"35";"0";"4,6367";"4,7852";"9,4219";"2411,653400373322";"0,00029746313861298685";"0,019088769782001632"
"35";"1";"4,9650";"4,8601";"9,8252";"2887,207777044584";"0,00029261349533409985";"0,020263660369424855"
"35";"2";"1,0000";"1,0000";"2,0000";"0";"0,0005403617008533456";"0,00036760657256637455"
"35";"3";"4,3413";"4,1786";"8,5198";"2077,3635815824455";"0,0002991886450399523";"0,01607404209536807"
"35";"4";"0,5000";"0,5000";"1,0000";"0";"0,00011551764133082";"0,0001695717394115561"
"35";"5";"1,0000";"1,0000";"2,0000";"0";"0,00008106478043950425";"0,00036760657256637455"
"35";"6";"1,0000";"1,0000";"2,0000";"0";"0,00008106478043950425";"0,00036760657256637455"
"35";"7";"0,5000";"0,5000";"1,0000";"0";"0,00011551764133082";"0,0001695717394115561"
"35";"8";"4,0750";"4,2743";"8,3493";"2621,1278347364346";"0,0002868506057603853";"0,016344712187538794"
"35";"9";"6,4371";"5,8278";"12,2649";"4957,458402176403";"0,00038560840347163713";"0,026577618994952246"
"35";"10";"5,0240";"4,8654";"9,8894";"3241,9422764261035";"0,0003180442293626535";"0,02074495911770015"
"35";"11";"5,1660";"5,1907";"10,3567";"2638,5706861773147";"0,00032514009078128204";"0,02300912447388756"
"35";"12";"0,5000";"0,5000";"1,0000";"0";"0,00011551764133082";"0,0001695717394115561"
"35";"13";"1,0000";"1,0000";"2,0000";"0";"0,0005403617008533456";"0,00036760657256637455"
"35";"14";"1,0000";"1,0000";"2,0000";"0";"0,0005403617008533456";"0,00036760657256637455"
"36";"0";"4,6349";"4,1429";"8,7778";"2512,8143681926217";"0,00030153340016812773";"0,02184078970995312"
"36";"1";"1,0000";"1,0000";"2,0000";"0";"0,00007666948854641745";"0,0003610925930333772"
"36";"2";"1,0000";"1,0000";"2,0000";"0";"0,0005110643362469686";"0,0003610925930333772"
"36";"3";"6,2645";"4,8182";"11,0826";"5453,920084706665";"0,00034362722362066744";"0,025146879304246028"
"36";"4";"4,2396";"3,8229";"8,0625";"1887,8716133975752";"0,00026103375696277055";"0,01478549652106787"
"36";"5";"3,9247";"4,5484";"8,4731";"2950,942200278895";"0,0002367767411964135";"0,014595184002289674"
"36";"6";"4,8911";"3,9505";"8,8416";"4877,259823286564";"0,0003267151708037798";"0,02139974811100794"
"36";"7";"4,4861";"4,4750";"8,9611";"2470,7747150425416";"0,00028389354284061037";"0,016879459077895648"
"36";"8";"1,0000";"1,0000";"2,0000";"0";"0,0005110643362469686";"0,0003610925930333772"
"36";"9";"0,5000";"0,5000";"1,0000";"0";"0,00010925432757078123";"0,00016683775609617542"
"36";"10";"1,0000";"1,0000";"2,0000";"0";"0,00007666948854641745";"0,0003610925930333772"
"36";"11";"1,0000";"1,0000";"2,0000";"0";"0,00007666948854641745";"0,0003610925930333772"
"36";"12";"4,3860";"4,2932";"8,6792";"2515,83578804682";"0,00028778719900359845";"0,016267187848299655"
"36";"13";"0,5000";"0,5000";"1,0000";"0";"0,00010925432757078123";"0,00016683775609617542"
"36";"14";"5,1854";"5,4991";"10,6846";"2812,657645908095";"0,0003062585800973375";"0,02281408110872619"
"36";"15";"5,3117";"5,5195";"10,8312";"3636,6847597387327";"0,0003083852203004833";"0,021596512497238023"
"36";"16";"5,3993";"5,7031";"11,1024";"3022,6414293496905";"0,00031629664881300054";"0,022627744163776987"
"36";"17";"0,5000";"0,5000";"1,0000";"0";"0,00010925432757078123";"0,00016683775609617542"
"36";"18";"1,0000";"1,0000";"2,0000";"0";"0,0005110643362469686";"0,0003610925930333772"
"37";"0";"1,0000";"1,0000";"2,0000";"0";"0,00007378963669768433";"0,00035189653499427244"
"37";"1";"1,0000";"1,0000";"2,0000";"0";"0,00007378963669768433";"0,00035189653499427244"
"37";"2";"5,0357";"4,7917";"9,8274";"3138,284191984628";"0,00027537508954733673";"0,018837954943918035"
"37";"3";"4,6214";"4,3155";"8,9369";"2696,555175724963";"0,0002751159469123615";"0,017543943164078084"
"37";"4";"1,0000";"1,0000";"2,0000";"0";"0,0004918619862984127";"0,00035189653499427244"
"37";"5";"6,5944";"5,5245";"12,1189";"5615,725902693225";"0,0003479600196399855";"0,026554617328929817"
"37";"6";"6,1260";"5,1969";"11,3228";"4172,639624908892";"0,00033386991331693536";"0,023369073974947682"
"37";"7";"3,9286";"4,8872";"8,8158";"2545,5668067124598";"0,0002377270472464645";"0,014447390926516196"
"37";"8";"4,2127";"4,0860";"8,2986";"3015,7665453109435";"0,00024923696551313793";"0,015461548676326682"
"37";"9";"5,0222";"4,3000";"9,3222";"3442,3630990034712";"0,00030554537105861634";"0,018619782278121184"
"37";"10";"0,5000";"0,5000";"1,0000";"0";"0,0001051505467760654";"0,0001628522215813233"
"37";"11";"1,0000";"1,0000";"2,0000";"0";"0,00007378963669768433";"0,00035189653499427244"
"37";"12";"1,0000";"1,0000";"2,0000";"0";"0,00007378963669768433";"0,00035189653499427244"
"37";"13";"4,1523";"4,1286";"8,2809";"2737,506760929864";"0,00027194174618552905";"0,016344791226021445"
"37";"14";"0,5000";"0,5000";"1,0000";"0";"0,0001051505467760654";"0,0001628522215813233"
"37";"15";"2,9118";"4,3235";"7,2353";"1486,2291519242344";"0,00018239535914277538";"0,009272242487138021"
"37";"16";"5,4683";"5,6303";"11,0987";"3058,478514178842";"0,00030813404250485153";"0,02362353192495623"
"37";"17";"0,5000";"0,5000";"1,0000";"0";"0,0001051505467760654";"0,0001628522215813233"
"37";"18";"1,0000";"1,0000";"2,0000";"0";"0,0004918619862984127";"0,00035189653499427244"
"37";"19";"4,2159";"5,0000";"9,2159";"2815,0658987128277";"0,0002558858151733152";"0,018706802016771194"
"37";"20";"1,0000";"1,0000";"2,0000";"0";"0,0004918619862984127";"0,00035189653499427244"
"38";"0";"1,0000";"1,0000";"2,0000";"0";"0,00006916490497209534";"0,00034100579505966656"
"38";"1";"1,0000";"1,0000";"2,0000";"0";"0,00006916490497209534";"0,00034100579505966656"
"38";"2";"4,7260";"4,3699";"9,0959";"3707,879851334471";"0,00026285521718975895";"0,018812125682061927"
"38";"3";"4,9243";"4,5784";"9,5027";"3294,331568735205";"0,0002617834939291276";"0,019473594674176208"
"38";"4";"4,3158";"4,3603";"8,6761";"3076,996170840299";"0,00024378601848443765";"0,015137795650184662"
"38";"5";"1,0000";"1,0000";"2,0000";"0";"0,00046101311847775926";"0,00034100579505966656"
"38";"6";"6,1298";"4,4962";"10,6260";"5953,988268328147";"0,00031913410505662957";"0,02579794107522491"
"38";"7";"0,5000";"0,5000";"1,0000";"0";"0,0000985603796593397";"0,00015811336492221038"
"38";"8";"3,9963";"4,7491";"8,7454";"2839,7051130869";"0,00021795712222522228";"0,013977556551242339"
"38";"9";"4,0299";"4,2139";"8,2438";"3329,381852396509";"0,00022324329853622892";"0,015944399750147827"
"38";"10";"1,0000";"1,0000";"2,0000";"0";"0,00046101311847775926";"0,00034100579505966656"
"38";"11";"4,4525";"4,3296";"8,7821";"2361,5324902349676";"0,0002681928877756933";"0,01701337519270063"
"38";"12";"0,5000";"0,5000";"1,0000";"0";"0,0000985603796593397";"0,00015811336492221038"
"38";"13";"1,0000";"1,0000";"2,0000";"0";"0,00006916490497209534";"0,00034100579505966656"
"38";"14";"3,2188";"4,5313";"7,7500";"2637,8889342942307";"0,0001838058287062287";"0,00971369600387671"
"38";"15";"4,4500";"4,3903";"8,8403";"3170,3439216369266";"0,0002661457790315676";"0,017007489532505957"
"38";"16";"5,9014";"5,8292";"11,7306";"3591,5403519629026";"0,000295537937475673";"0,02359992184481976"
"38";"17";"3,2289";"4,2169";"7,4458";"2988,800343424329";"0,00021682474857277748";"0,013203567529336087"
"38";"18";"0,5000";"0,5000";"1,0000";"0";"0,0000985603796593397";"0,00015811336492221038"
"38";"19";"1,0000";"1,0000";"2,0000";"0";"0,00046101311847775926";"0,00034100579505966656"
"39";"0";"5,0556";"4,6282";"9,6838";"5113,459119886994";"0,00024329534561757415";"0,01997984118125487"
"39";"1";"1,0000";"1,0000";"2,0000";"0";"0,00006545897750320401";"0,0003342353083835922"
"39";"2";"1,0000";"1,0000";"2,0000";"0";"0,00006545897750320401";"0,0003342353083835922"
"39";"3";"3,9835";"4,0957";"8,0792";"2860,883767087358";"0,0002181059207416294";"0,012039923393721747"
"39";"4";"4,1659";"4,5253";"8,6912";"3686,626055985302";"0,00020692214291605736";"0,0161774856027168"
"39";"5";"4,7761";"4,2537";"9,0299";"3857,892344790187";"0,0002485503329299675";"0,019008049889995656"
"39";"6";"4,9309";"4,5300";"9,4608";"3253,653523328388";"0,00024434809951187625";"0,018545367879455883"
"39";"7";"1,0000";"1,0000";"2,0000";"0";"0,00043630571776702074";"0,0003342353083835922"
"39";"8";"4,2953";"4,5907";"8,8860";"2887,973613732611";"0,00022243466596228595";"0,015838917256124404"
"39";"9";"0,5000";"0,5000";"1,0000";"0";"0,0000932794331086768";"0,000155254438681174"
"39";"10";"4,3608";"5,0137";"9,3746";"3112,625043489304";"0,00022778385440930468";"0,016563987181632444"
"39";"11";"1,0000";"1,0000";"2,0000";"0";"0,00043630571776702074";"0,0003342353083835922"
"39";"12";"0,5000";"0,5000";"1,0000";"0";"0,0000932794331086768";"0,000155254438681174"
"39";"13";"0,5000";"0,5000";"1,0000";"0";"0,0000932794331086768";"0,000155254438681174"
"39";"14";"1,0000";"1,0000";"2,0000";"0";"0,00006545897750320401";"0,0003342353083835922"
"39";"15";"4,6185";"3,9895";"8,6080";"3813,2898318089387";"0,0002650421554478021";"0,017699677780419875"
"39";"16";"6,3289";"6,2508";"12,5797";"3895,3094338162036";"0,0002995473532592447";"0,024955331904217313"
"39";"17";"3,4358";"4,2477";"7,6835";"2609,7485747164674";"0,00020346852810187828";"0,01228013407645172"
"39";"18";"0,5000";"0,5000";"1,0000";"0";"0,0000932794331086768";"0,000155254438681174"
"39";"19";"1,0000";"1,0000";"2,0000";"0";"0,00043630571776702074";"0,0003342353083835922"
"39";"20";"3,8854";"4,8646";"8,7500";"2388,6635593468686";"0,0002031350199038492";"0,012589669868842995"
"40";"0";"1,0000";"1,0000";"2,0000";"0";"0,0000622711103498177";"0,0003281201346176493"
"40";"1";"6,3956";"6,3783";"12,7739";"4256,441976498176";"0,00028962990910539384";"0,025402327315618794"
"40";"2";"4,3239";"3,6761";"8,0000";"3735,780977201725";"0,00021638224967702527";"0,015013209750995677"
"40";"3";"4,5294";"4,0157";"8,5451";"3576,321667839505";"0,0002316895289158109";"0,01430243078389403"
"40";"4";"1,0000";"1,0000";"2,0000";"0";"0,00041505409160253907";"0,0003281201346176493"
"40";"5";"5,2206";"5,4529";"10,6735";"4462,011876892777";"0,00024208488418222765";"0,02042539192973525"
"40";"6";"4,4903";"4,4481";"8,9383";"3472,761420705667";"0,00022411299111009246";"0,015427832522129162"
"40";"7";"4,2891";"4,6094";"8,8984";"3250,8183543823156";"0,00021504343338818135";"0,01582255042888753"
"40";"8";"0,6667";"0,6667";"1,3333";"0,3333333333333333";"0,00011255602778403199";"0,0002108457049237652"
"40";"9";"3,8560";"3,9133";"7,7693";"3235,307238924902";"0,00021148528473467955";"0,013699293576637963"
"40";"10";"0,5000";"0,5000";"1,0000";"0";"0,00008873671439574697";"0,00015261207721009901"
"40";"11";"1,0000";"1,0000";"2,0000";"0";"0,0000622711103498177";"0,0003281201346176493"
"40";"12";"4,0242";"4,0182";"8,0424";"3332,864798510462";"0,00020467025241087514";"0,014468221971275761"
"40";"13";"0,5000";"0,5000";"1,0000";"0";"0,00008873671439574697";"0,00015261207721009901"
"40";"14";"4,9455";"4,9818";"9,9273";"4640,03881044687";"0,0002452482296700072";"0,0202489942968698"
"40";"15";"4,1776";"4,0789";"8,2566";"3155,5717654954346";"0,0002067454327481285";"0,011741309611550614"
"40";"16";"0,5000";"0,5000";"1,0000";"0";"0,00008873671439574697";"0,00015261207721009901"
"40";"17";"1,0000";"1,0000";"2,0000";"0";"0,00041505409160253907";"0,0003281201346176493"
"40";"18";"1,0000";"1,0000";"2,0000";"0";"0,00041505409160253907";"0,0003281201346176493"
"40";"19";"1,5789";"1,8421";"3,4211";"388,6507497889355";"0,00009193471402023949";"0,0019623160696269314"
"41";"0";"1,0000";"1,0000";"2,0000";"0";"0,00005914977846863831";"0,00032138890155554244"
"41";"1";"3,8762";"4,1189";"7,9951";"3497,488115974443";"0,0001926534251910726";"0,013606159735694526"
"41";"2";"3,4331";"3,7229";"7,1561";"2588,542468432109";"0,0001868902459722666";"0,011104840028001191"
"41";"3";"1,0000";"1,0000";"2,0000";"0";"0,00005914977846863831";"0,00032138890155554244"
"41";"4";"6,2741";"6,1735";"12,4475";"4449,633065823143";"0,0002659582010959457";"0,02375028084603319"
"41";"5";"2,2778";"2,8611";"5,1389";"1350,731207234657";"0,0001277134522147678";"0,00632808733799112"
"41";"6";"4,1784";"4,0996";"8,2780";"3399,3074668485497";"0,0002035354730939002";"0,014061883744711892"
"41";"7";"4,9904";"4,0962";"9,0865";"4613,478715019772";"0,0002425229878655851";"0,01580058750478798"
"41";"8";"1,0000";"1,0000";"2,0000";"0";"0,00039426578892067443";"0,00032138890155554244"
"41";"9";"5,5552";"5,8182";"11,3734";"5067,149399737398";"0,00023752274314017225";"0,02262425626784594"
"41";"10";"4,0930";"4,4729";"8,5659";"3255,4967212257634";"0,0001928522328157275";"0,014310663524498866"
"41";"11";"5,5128";"4,8120";"10,3248";"4538,151056059769";"0,0002532321880600904";"0,022284290138556612"
"41";"12";"0,5000";"0,5000";"1,0000";"0";"0,00008428872680541912";"0,00014964567741012808"
"41";"13";"1,0000";"1,0000";"2,0000";"0";"0,00005914977846863831";"0,00032138890155554244"
"41";"14";"4,5794";"4,4460";"9,0254";"4361,781527759722";"0,00022621071217799284";"0,017146281440110267"
"41";"15";"0,5000";"0,5000";"1,0000";"0";"0,00008428872680541912";"0,00014964567741012808"
"41";"16";"1,0000";"1,0000";"2,0000";"0";"0,00039426578892067443";"0,00032138890155554244"
"41";"17";"1,0000";"1,0000";"2,0000";"0";"0,00039426578892067443";"0,00032138890155554244"
"42";"0";"1,0000";"1,0000";"2,0000";"0";"0,000056761583351644355";"0,0003147776314204345"
"42";"1";"4,1301";"4,1908";"8,3208";"3440,33108500944";"0,00019289660050674195";"0,013045764890582774"
"42";"2";"0,5000";"0,5000";"1,0000";"0";"0,00008088553336766446";"0,00014680485937154279"
"42";"3";"5,5504";"5,7400";"11,2904";"4293,6278132852885";"0,00023236726115173086";"0,020801794972124157"
"42";"4";"5,2901";"4,8244";"10,1145";"4432,091225794443";"0,00022115062818696757";"0,016798195885000224"
