"ariTextAvg";"smogTextAvg";"fleschReadingTextAvg";"fleschKincaidTextAvg";"gunningFogTextAvg";"colemanLiauTextAvg";"smogIndexTextAvg";"charactersTextAvg";"syllablesTextAvg";"wordsTextAvg";"complexWordsTextAvg";"sentencesTextAvg";"id";"post_type"
"10,312671232876717";"13,35230136986301";"52,48806849315068";"11,237808219178085";"14,43835616438357";"9,515849315068488";"12,801657534246576";"863,5616438356165";"302,8767123287671";"191,7123287671233";"30,80821917808219";"9,301369863013699";"28090";"answer"
"13,802499999999998";"14,602999999999998";"46,7615";"13,97575";"17";"9,54075";"14,001000000000001";"938";"331,5";"210,5";"32";"8";"28093";"answer"
"10,684842105263158";"12,69015789473684";"53,923";"11,30842105263158";"14,210526315789474";"9,340894736842104";"12,166842105263159";"532,3684210526316";"183,57894736842104";"119,89473684210526";"15,947368421052632";"6";"28096";"answer"
"3,643";"6,427";"88,28";"4,755";"6,8";"4,967";"6,162";"170";"56";"46";"1";"3";"28098";"answer"
"8,729";"12,603";"51,651";"10,154";"12,8";"10,597";"12,083";"307";"108";"66";"11";"4";"28106";"answer"
"20,3715";"14,320500000000001";"36,4795";"18,6";"21,2";"8,97575";"13,7305";"799,25";"275,25";"173,75";"26,75";"6";"28107";"answer"
"12,193818181818182";"14,370545454545457";"49,711999999999996";"12,689636363636366";"16,072727272727274";"9,502272727272727";"13,777818181818184";"849,6363636363636";"297";"198,63636363636363";"27,09090909090909";"8";"28108";"answer"
"11,539";"13,751679245283022";"49,88164150943397";"12,081566037735852";"15,283018867924529";"9,900698113207547";"13,184547169811324";"1121,7169811320755";"391,75471698113205";"243,39622641509433";"41,132075471698116";"10,924528301886792";"28111";"answer"
"12,17";"14,555";"49,489";"12,733";"16";"9,17";"13,954";"679";"239";"154";"24";"6";"28112";"answer"
"10,944333333333333";"14,168";"39,93333333333333";"12,498666666666667";"15,6";"11,247";"13,583666666666668";"869,3333333333334";"314,3333333333333";"179,33333333333334";"37,666666666666664";"11";"28114";"answer"
"9,484";"12,856099999999998";"55,297799999999995";"10,3704";"13,6";"9,318000000000001";"12,325999999999999";"692";"236,1";"147,7";"25,2";"7,1";"28117";"answer"
"12,555833333333332";"14,713333333333333";"42,87733333333333";"13,0635";"16,133333333333336";"11,308";"14,106499999999999";"741";"259,6666666666667";"157,83333333333334";"27,5";"7,166666666666667";"28119";"answer"
"13,9515";"16,2975";"39,193";"14,251999999999999";"18,4";"11,189";"15,625";"830,5";"283,5";"166";"33,5";"6";"28120";"answer"
"14,263";"15,382";"41,597";"14,612";"17,2";"9,828";"14,747";"1302";"463";"288";"46";"10";"28121";"answer"
"8,572";"10,933";"64,4025";"8,407";"10,8";"9,824";"10,482";"372";"120";"81";"9";"5";"28124";"answer"
"12,547864864864865";"14,436270270270272";"43,315702702702694";"12,956351351351351";"15,956756756756754";"11,219837837837838";"13,841054054054055";"858,1351351351351";"297,8378378378378";"179,86486486486487";"31,864864864864863";"7,972972972972973";"28126";"answer"
"15,9774";"16,0642";"35,5992";"15,6368";"18,88";"11,8984";"15,4014";"1294,8";"448,2";"274,8";"47,6";"9,4";"28128";"answer"
"21,23";"18,244";"27,584";"20,343";"23,6";"10,036";"17,491";"193";"70";"44";"7";"1";"28129";"answer"
"11,792800000000002";"14,44295";"45,62109999999999";"12,57725";"15,88";"10,547600000000001";"13,84735";"722,65";"255,5";"155,5";"28,45";"7,2";"28131";"answer"
"11,1045";"13,422833333333335";"52,894666666666666";"11,608333333333334";"14,466666666666667";"9,471166666666667";"12,869";"1176,6666666666667";"405,5";"261,5";"37,333333333333336";"12";"28133";"answer"
"13,461999999999998";"14,676914285714286";"40,896714285714296";"14,010485714285714";"16,742857142857147";"10,814485714285711";"14,071600000000004";"972,8571428571429";"344,9142857142857";"208,82857142857142";"35,17142857142857";"8,657142857142857";"28139";"answer"
"13,247923076923074";"14,164692307692308";"46,47699999999999";"13,273";"16,338461538461537";"10,445846153846153";"13,580615384615385";"463,6923076923077";"161,23076923076923";"101,3076923076923";"16,153846153846153";"4,153846153846154";"28141";"answer"
"14,29594827586207";"15,357448275862067";"39,41591379310344";"14,392862068965515";"17,413793103448274";"11,393155172413792";"14,724155172413797";"1343,551724137931";"466,7241379310345";"281,44827586206895";"49,41379310344828";"10,844827586206897";"28148";"answer"
"11,613870967741933";"14,270870967741937";"45,823935483870976";"12,542";"15,638709677419353";"10,30532258064516";"13,682451612903229";"1082,5806451612902";"383,1290322580645";"237,90322580645162";"39,03225806451613";"10,774193548387096";"28149";"answer"
"11,672799999999999";"14,7837";"37,981100000000005";"13,047099999999997";"16,119999999999997";"11,696900000000001";"14,174299999999997";"1157,6";"409,9";"233,9";"47,4";"12,7";"28150";"answer"
"12,655613333333326";"14,273573333333331";"47,675719999999984";"12,935599999999999";"16,128";"10,009679999999996";"13,684906666666668";"1188,1733333333334";"414,3066666666667";"261,93333333333334";"41,52";"10,773333333333333";"28151";"answer"
"10,853217391304348";"13,926913043478262";"47,007999999999996";"11,842652173913045";"15,008695652173913";"10,590565217391305";"13,352652173913045";"1659,0869565217392";"583,0434782608696";"358,6521739130435";"62";"18,043478260869566";"28154";"answer"
"7,301";"12,603";"49,088";"10,512";"12,8";"8,813";"12,083";"287";"110";"66";"11";"4";"28159";"answer"
"13,797";"15,5855";"36,8555";"14,9815";"17,8";"9,979000000000001";"14,9425";"564";"208";"123,5";"22,5";"4,5";"28160";"answer"
"11,66373076923077";"14,43865384615385";"45,75284615384615";"12,546846153846154";"15,723076923076919";"10,316423076923076";"13,84323076923077";"1181,576923076923";"419,5";"257";"45,07692307692308";"11,461538461538462";"28162";"answer"
"13,717999999999998";"14,453999999999999";"50,306999999999995";"13,472666666666667";"16,933333333333334";"9,289333333333333";"13,857666666666667";"642,6666666666666";"223";"146,66666666666666";"21,666666666666668";"5,333333333333333";"28163";"answer"
"8,592";"12,341";"48,348";"10,54";"12,8";"10,614";"11,832";"754";"272";"162";"26";"10";"28165";"answer"
"11,005287499999998";"13,677037499999994";"45,902849999999965";"12,0017625";"15,139999999999997";"10,237175000000002";"13,113062500000003";"1212,4";"424,525";"254,6375";"46,7375";"12,8";"28167";"answer"
"15,424478260869561";"16,153565217391307";"35,9805652173913";"15,728956521739134";"18,782608695652176";"10,831913043478263";"15,487478260869565";"1183,4347826086957";"423,2608695652174";"254,91304347826087";"45,869565217391305";"9,391304347826088";"28168";"answer"
"8,373";"12,688";"48,437";"9,683";"13,2";"11,466";"12,165";"318";"110";"64";"14";"5";"28171";"answer"
"2,665";"9,100999999999999";"77,1395";"5,1705000000000005";"8,2";"5,609999999999999";"8,7255";"171";"60,5";"43";"4,5";"4";"28172";"answer"
"14,709";"14,2805";"49,247";"14,1435";"17";"9,3795";"13,691";"933";"318,5";"214";"26,5";"7";"28173";"answer"
"5,725666666666666";"10,849333333333334";"68,17266666666667";"7,1223333333333345";"11,066666666666668";"7,339666666666666";"10,402";"508,6666666666667";"170,66666666666666";"115,66666666666667";"15,666666666666666";"8,333333333333334";"28177";"answer"
"13,898333333333333";"15,309333333333333";"38,75233333333333";"14,303333333333333";"17,066666666666666";"11,148000000000001";"14,677999999999999";"850,3333333333334";"302";"176";"35,333333333333336";"6,666666666666667";"28180";"answer"
"6,503";"9,957";"71,249";"7,296";"9,6";"8,127";"9,547";"474";"158";"112";"10";"7";"28185";"answer"
"10,391663636363635";"13,41076363636364";"48,89945454545455";"11,45885454545455";"14,458181818181817";"10,177245454545455";"12,857672727272739";"896,8818181818182";"315,6909090909091";"193,4909090909091";"32,89090909090909";"9,836363636363636";"28188";"answer"
"11,257";"13,581672727272727";"50,748290909090905";"11,965654545454544";"15,069090909090907";"9,516727272727275";"13,02150909090909";"502,0181818181818";"175,98181818181817";"112";"17,272727272727273";"5,218181818181818";"28191";"answer"
"13,2945";"13,477";"49,1095";"12,878";"15,200000000000001";"10,843";"12,9215";"806,5";"272";"176,5";"22,5";"8,5";"28193";"answer"
"15,752213333333335";"15,795946666666675";"38,87582666666667";"15,635373333333337";"18,88533333333334";"10,416386666666668";"15,144600000000004";"1982,12";"694,36";"429,49333333333334";"72,82666666666667";"15,693333333333333";"28194";"answer"
"10,1155";"13,546";"53,059";"11,417000000000002";"14,6";"8,658000000000001";"12,9875";"767";"267,5";"172,5";"26,5";"7,5";"28196";"answer"
"6,1255";"11,144";"70,108";"7,5920000000000005";"11";"6,8105";"10,685";"311";"108";"75,5";"9";"4,5";"28199";"answer"
"6,372";"8,842";"65,168";"8,393";"8,8";"7,337";"8,477";"209";"75";"51";"3";"3";"28202";"answer"
"10,927";"14,79";"27,698";"12,695";"17,6";"14,361";"14,18";"1305";"468";"239";"75";"18";"28205";"answer"
"12,1738";"15,2756";"37,8178";"13,717000000000002";"16,72";"10,794599999999999";"14,645599999999998";"1116,8";"408";"237,4";"46,6";"10,2";"28208";"answer"
"4,8105";"10,410499999999999";"74,604";"7,2379999999999995";"10,4";"4,979";"9,981";"252";"91";"65";"7";"3,5";"28211";"answer"
"12,49711111111111";"15,097611111111114";"41,738000000000014";"13,45888888888889";"17";"10,527500000000002";"14,475000000000001";"931,1111111111111";"334,1666666666667";"201,44444444444446";"38,22222222222222";"8,61111111111111";"28215";"answer"
"8,7145";"12,3965";"53,9705";"9,71075";"12,799999999999999";"10,63125";"11,885";"503,75";"176,5";"105,25";"21";"6";"28216";"answer"
"8,487";"12,688";"53,687";"10,889";"13,2";"7,732";"12,165";"429";"161";"103";"14";"5";"28217";"answer"
"13,554833333333333";"15,260333333333334";"33,994166666666665";"14,222166666666668";"16,866666666666667";"12,592333333333334";"14,631166666666667";"1235,5";"433,6666666666667";"245,16666666666666";"47,333333333333336";"9,833333333333334";"28224";"answer"
"19,907";"18,497999999999998";"28,312";"18,3545";"22,200000000000003";"13,1305";"17,735500000000002";"894,5";"309,5";"187,5";"36";"5";"28226";"answer"
"11,898";"14,2375";"49,4095";"12,065";"15,4";"10,539";"13,650500000000001";"980,5";"335";"209,5";"35,5";"9,5";"28227";"answer"
"8,567";"14,068";"51,018";"10,656";"15,2";"9,354";"13,488";"484";"177";"109";"22";"6";"28229";"answer"
"7,852999999999999";"11,601999999999999";"66,04833333333333";"9,073666666666666";"12,266666666666666";"7,167999999999999";"11,123333333333335";"309,3333333333333";"109";"76,33333333333333";"8,333333333333334";"4,333333333333333";"28230";"answer"
"10,805";"14,308";"50,093999999999994";"12,220666666666666";"15,733333333333334";"8,538666666666666";"13,717999999999998";"397";"144,66666666666666";"92,33333333333333";"15";"4";"28232";"answer"
"9,774333333333333";"12,270333333333333";"62,30666666666667";"10,5885";"13,666666666666666";"7,2379999999999995";"11,7645";"829,1666666666666";"291";"202,33333333333334";"23,5";"9,5";"28236";"answer"
"12,592424242424244";"14,785848484848483";"42,59109090909091";"13,466000000000003";"16,50909090909091";"10,395181818181817";"14,176030303030307";"1363,4242424242425";"483,06060606060606";"295,6969696969697";"50";"12,393939393939394";"28244";"answer"
"11,096499999999999";"14,98";"39,0385";"12,678999999999998";"16,4";"11,631";"14,3625";"983";"356";"203,5";"45,5";"10,5";"28245";"answer"
"12,413499999999999";"13,848500000000001";"50,4755";"12,483";"15,399999999999999";"9,7575";"13,2775";"1074";"368";"236";"35";"9,5";"28250";"answer"
"12,908900000000003";"14,5888";"43,235400000000006";"13,662599999999998";"17,1";"10,048750000000002";"13,98715";"737,4";"261,85";"160,3";"28,75";"7,55";"28255";"answer"
"10,971";"13,484";"56,507";"11,926";"15,2";"7,239";"12,928";"1506";"539";"369";"46";"14";"28258";"answer"
